round_number,block_number,sequence_number,block_type,winning_probability,aaron_mood,probability_aaron_show,reward_value,reaction_time,choice,status_of_play,outcome,accumulated_outcomes,age,gender,major,MCQ_Q1,MCQ_Q2,MCQ_Q3,MCQ_Q4,MCQ_Q5,MCQ_Q6,chance_guess,pre_game_strategy,wager,post_game_quiz_q1,post_game_quiz_q2,post_game_quiz_q3,post_game_quiz_q3_other,post_game_quiz_correct,odds_guess_one_reply,odds_guess_one_did_win,odds_guess_two_reply,odds_guess_two_did_win,odds_guess_three_reply,odds_guess_three_did_win,id,treatment,craver
2,4,3,S,0.8,0,0.5,1,328,1,1,0.3,78.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,4,3,S,0.8,0,0.5,1,304,1,0,0,78.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,4,3,S,0.8,0,0.5,1,481,1,0,0,78.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,4,3,S,0.8,0,0.5,1,248,1,0,0,78.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,5,3,S,0.8,0,0.5,2,344,1,1,1.3,80.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,5,3,S,0.8,0,0.5,2,312,1,0,0,80.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,5,3,S,0.8,0,0.5,2,321,1,0,0,80.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,5,3,S,0.8,0,0.5,2,304,0,0,0,80.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,5,3,S,0.8,0,0.5,2,328,1,1,1.3,81.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,6,3,C,0.2,0,0.5,2,943,0,0,0,81.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,6,3,C,0.2,0,0.5,2,1033,0,0,0,81.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,6,3,C,0.2,0,0.5,2,416,0,0,0,81.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,6,3,C,0.2,0,0.5,2,120,0,0,0,81.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,6,3,C,0.2,0,0.5,2,145,0,0,0,81.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,7,3,S,0.8,1,1,2,624,1,1,1.3,82.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,7,3,S,0.8,1,1,2,200,1,1,1.3,84,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,7,3,S,0.8,1,1,2,272,1,1,1.3,85.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,7,3,S,0.8,1,1,2,343,1,1,1.3,86.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,7,3,S,0.8,1,1,2,728,1,1,1.3,87.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,8,3,S,0.8,0,0.5,2,447,1,1,1.3,89.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,8,3,S,0.8,0,0.5,2,265,1,0,0,89.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,8,3,S,0.8,0,0.5,2,432,1,1,1.3,90.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,8,3,S,0.8,0,0.5,2,984,0,0,0,90.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,8,3,S,0.8,0,0.5,2,585,1,1,-0.7,89.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,9,3,S,0.8,1,1,1,424,1,1,0.3,90.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,9,3,S,0.8,1,1,1,328,1,1,0.3,90.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,9,3,S,0.8,1,1,1,248,1,1,0.3,90.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,9,3,S,0.8,1,1,1,176,1,1,0.3,91,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,9,3,S,0.8,1,1,1,785,1,1,0.3,91.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,10,3,S,0.8,0,0.5,1,1450,1,1,0.3,91.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,10,3,S,0.8,0,0.5,1,222,1,1,0.3,91.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,10,3,S,0.8,0,0.5,1,273,1,0,0,91.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,10,3,S,0.8,0,0.5,1,288,1,0,0,91.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,10,3,S,0.8,0,0.5,1,553,1,1,0.3,92.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,11,3,C,0.2,1,1,1,569,1,1,-0.7,91.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,11,3,C,0.2,1,1,1,312,1,1,-0.7,90.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,11,3,C,0.2,1,1,1,345,1,1,-0.7,90.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,11,3,C,0.2,1,1,1,336,1,1,0.3,90.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,11,3,C,0.2,1,1,1,582,0,0,0,90.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,12,3,S,0.8,1,1,1,391,1,1,-0.7,89.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,12,3,S,0.8,1,1,1,576,1,1,0.3,90,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,12,3,S,0.8,1,1,1,308,1,1,0.3,90.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,12,3,S,0.8,1,1,1,136,1,1,0.3,90.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,12,3,S,0.8,1,1,1,263,1,1,0.3,90.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,13,3,S,0.8,0,0.5,2,392,1,0,0,90.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,13,3,S,0.8,0,0.5,2,385,1,0,0,90.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,13,3,S,0.8,0,0.5,2,696,1,1,1.3,92.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,13,3,S,0.8,0,0.5,2,448,1,1,1.3,93.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,13,3,S,0.8,0,0.5,2,312,1,1,1.3,94.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,14,3,S,0.8,1,1,2,311,1,1,1.3,96.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,14,3,S,0.8,1,1,2,325,1,1,1.3,97.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,14,3,S,0.8,1,1,2,384,1,1,-0.7,96.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,14,3,S,0.8,1,1,2,569,1,1,1.3,98,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,14,3,S,0.8,1,1,2,503,1,1,1.3,99.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,15,3,S,0.8,0,0.5,1,367,1,1,0.3,99.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,15,3,S,0.8,0,0.5,1,1128,1,0,0,99.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,15,3,S,0.8,0,0.5,1,528,1,1,0.3,99.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,15,3,S,0.8,0,0.5,1,609,0,0,0,99.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,15,3,S,0.8,0,0.5,1,297,0,0,0,99.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,16,3,C,0.2,1,1,2,1152,1,1,1.3,101.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,16,3,C,0.2,1,1,2,1919,0,0,0,101.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,16,3,C,0.2,1,1,2,408,0,0,0,101.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,16,3,C,0.2,1,1,2,232,0,0,0,101.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,16,3,C,0.2,1,1,2,224,0,0,0,101.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,17,3,S,0.8,0,0.5,2,2016,1,0,0,101.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,17,3,S,0.8,0,0.5,2,296,1,1,-0.7,100.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,17,3,S,0.8,0,0.5,2,1175,1,1,1.3,101.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,17,3,S,0.8,0,0.5,2,416,1,0,0,101.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,17,3,S,0.8,0,0.5,2,545,1,1,1.3,103.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,18,3,S,0.8,1,1,1,465,1,1,-0.7,102.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,18,3,S,0.8,1,1,1,416,1,1,0.3,102.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,18,3,S,0.8,1,1,1,448,1,1,0.3,103,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,18,3,S,0.8,1,1,1,201,1,1,0.3,103.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,18,3,S,0.8,1,1,1,1153,1,1,-0.7,102.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,19,3,S,0.8,0,0.5,1,1385,1,0,0,102.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,19,3,S,0.8,0,0.5,1,1976,1,1,0.3,102.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,19,3,S,0.8,0,0.5,1,1000,1,0,0,102.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,19,3,S,0.8,0,0.5,1,1384,1,1,0.3,103.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,19,3,S,0.8,0,0.5,1,961,1,1,0.3,103.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,20,3,S,0.8,1,1,2,609,1,1,1.3,104.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,20,3,S,0.8,1,1,2,495,1,1,-0.7,104.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,20,3,S,0.8,1,1,2,816,1,1,-0.7,103.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,20,3,S,0.8,1,1,2,929,1,1,1.3,104.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,20,3,S,0.8,1,1,2,639,1,1,1.3,106,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,21,3,C,0.2,0,0.5,1,1426,0,0,0,106,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,21,3,C,0.2,0,0.5,1,0,2,2,0,106,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,21,3,C,0.2,0,0.5,1,776,0,0,0,106,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,21,3,C,0.2,0,0.5,1,1793,0,0,0,106,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,21,3,C,0.2,0,0.5,1,902,0,0,0,106,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,1,4,S,0.8,1,1,2,882,1,1,1.3,107.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,1,4,S,0.8,1,1,2,281,1,1,1.3,108.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,1,4,S,0.8,1,1,2,401,1,1,1.3,109.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,1,4,S,0.8,1,1,2,347,1,1,1.3,111.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,1,4,S,0.8,1,1,2,896,0,0,0,111.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,2,4,S,0.8,0,0.5,2,713,1,1,-0.7,110.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,2,4,S,0.8,0,0.5,2,214,1,0,0,110.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,2,4,S,0.8,0,0.5,2,336,1,1,1.3,111.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,2,4,S,0.8,0,0.5,2,308,1,0,0,111.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,2,4,S,0.8,0,0.5,2,329,1,1,-0.7,111.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,3,4,S,0.8,1,1,1,303,1,1,0.3,111.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,3,4,S,0.8,1,1,1,287,1,1,-0.7,110.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,3,4,S,0.8,1,1,1,208,1,1,0.3,111,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,3,4,S,0.8,1,1,1,119,1,1,0.3,111.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,3,4,S,0.8,1,1,1,208,1,1,0.3,111.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,4,4,S,0.8,1,1,2,744,1,1,1.3,112.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,4,4,S,0.8,1,1,2,295,1,1,1.3,114.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,4,4,S,0.8,1,1,2,223,1,1,1.3,115.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,4,4,S,0.8,1,1,2,728,1,1,-0.7,114.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,4,4,S,0.8,1,1,2,366,1,1,1.3,116.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,5,4,S,0.8,0,0.5,1,198,1,1,-0.7,115.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,5,4,S,0.8,0,0.5,1,73,1,1,0.3,115.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,5,4,S,0.8,0,0.5,1,337,1,0,0,115.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,5,4,S,0.8,0,0.5,1,343,1,0,0,115.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,5,4,S,0.8,0,0.5,1,344,1,1,0.3,116,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,6,4,C,0.2,1,1,2,478,1,1,-0.7,115.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,6,4,C,0.2,1,1,2,951,1,1,1.3,116.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,6,4,C,0.2,1,1,2,566,0,0,0,116.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,6,4,C,0.2,1,1,2,311,0,0,0,116.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,6,4,C,0.2,1,1,2,287,0,0,0,116.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,7,4,S,0.8,1,1,2,351,1,1,1.3,117.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,7,4,S,0.8,1,1,2,928,1,1,1.3,119.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,7,4,S,0.8,1,1,2,551,1,1,1.3,120.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,7,4,S,0.8,1,1,2,387,1,1,-0.7,119.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,7,4,S,0.8,1,1,2,224,1,1,1.3,121.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,8,4,S,0.8,0,0.5,1,1486,1,1,0.3,121.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,8,4,S,0.8,0,0.5,1,280,1,0,0,121.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,8,4,S,0.8,0,0.5,1,376,1,1,0.3,121.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,8,4,S,0.8,0,0.5,1,217,1,0,0,121.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,8,4,S,0.8,0,0.5,1,903,0,0,0,121.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,9,4,S,0.8,0,0.5,2,1487,1,1,1.3,123,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,9,4,S,0.8,0,0.5,2,333,1,1,1.3,124.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,9,4,S,0.8,0,0.5,2,234,1,1,1.3,125.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,9,4,S,0.8,0,0.5,2,248,1,1,1.3,126.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,9,4,S,0.8,0,0.5,2,751,1,1,1.3,128.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,10,4,S,0.8,1,1,1,390,1,1,0.3,128.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,10,4,S,0.8,1,1,1,359,1,1,0.3,128.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,10,4,S,0.8,1,1,1,151,1,1,-0.7,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,10,4,S,0.8,1,1,1,195,1,1,0.3,128.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,10,4,S,0.8,1,1,1,376,1,1,0.3,128.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,11,4,C,0.2,0,0.5,2,835,1,0,0,128.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,11,4,C,0.2,0,0.5,2,551,1,1,-0.7,128,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,11,4,C,0.2,0,0.5,2,540,0,0,0,128,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,11,4,C,0.2,0,0.5,2,128,0,0,0,128,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,11,4,C,0.2,0,0.5,2,128,0,0,0,128,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,12,4,S,0.8,1,1,1,294,1,1,0.3,128.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,12,4,S,0.8,1,1,1,408,1,1,-0.7,127.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,12,4,S,0.8,1,1,1,543,1,1,0.3,127.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,12,4,S,0.8,1,1,1,1199,1,1,0.3,128.2,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,12,4,S,0.8,1,1,1,247,1,1,0.3,128.5,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,13,4,S,0.8,0,0.5,1,470,1,1,0.3,128.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,13,4,S,0.8,0,0.5,1,321,1,0,0,128.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,13,4,S,0.8,0,0.5,1,569,1,0,0,128.8,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,13,4,S,0.8,0,0.5,1,679,1,1,-0.7,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,13,4,S,0.8,0,0.5,1,137,1,0,0,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,14,4,S,0.8,0,0.5,2,497,1,0,0,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,14,4,S,0.8,0,0.5,2,360,1,0,0,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,14,4,S,0.8,0,0.5,2,327,1,0,0,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,14,4,S,0.8,0,0.5,2,320,1,0,0,128.1,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,14,4,S,0.8,0,0.5,2,320,1,1,-0.7,127.4,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
1,15,4,S,0.8,1,1,2,417,1,1,1.3,128.7,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
2,15,4,S,0.8,1,1,2,287,1,1,1.3,130,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
3,15,4,S,0.8,1,1,2,274,1,1,-0.7,129.3,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
4,15,4,S,0.8,1,1,2,350,1,1,1.3,130.6,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
5,15,4,S,0.8,1,1,2,176,1,1,1.3,131.9,19,2,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,191,test,1
